make,description,model,type,DEPT,CATEGORY,SIZE,PACK_QTY,COST,PRICE,available,vendor,REORDER_NO,MIN_ORDER
METRA,SUZUKI 06 KIT,997953,STANDARD,INSTALL,,,1,8.67,29.99,0,SANTAFE,,
METRA,TOYOTA MULTI,998100,STANDARD,INSTALL,,,1,7,24.99,1,SANTAFE,,
METRA,TOYOTA KIT,998101,STANDARD,INSTALL,,,1,4,24.99,2,SANTAFE,,
METRA,LEXUS,998151,STANDARD,INSTALL,,,1,7,29.99,1,SANTAFE,,
METRA,LEXUS98-03,998152,STANDARD,INSTALL,,,1,7,24.99,0,SANTAFE,,
METRA,LEXUS,998153,STANDARD,INSTALL,,,1,7,29.99,2,SANTAFE,,
METRA,LEXUS,998154,STANDARD,INSTALL,,,1,7,24.99,1,SANTAFE,,
METRA,LEXUS,998155,STANDARD,INSTALL,,,1,7,24.99,0,SANTAFE,,
METRA,LEXUS,998156,STANDARD,INSTALL,,,1,7,29.99,1,SANTAFE,,
METRA,HYUNDAI ANTENNA ADAPTER,40KI11,STANDARD,INSTALL,,,1,0,24.99,-1,METRA,,
METRA,TOYOTA MULT,998201,STANDARD,INSTALL,,,1,7,24.99,1,SANTAFE,,
METRA,TOTOTA MULT,998202,STANDARD,INSTALL,,,1,7,24.99,1,SANTAFE,,
METRA,TOYOTA CAM,998203,STANDARD,INSTALL,,,1,7,24.99,0,SANTAFE,,
METRA,TOYOTA KIT,998204,STANDARD,INSTALL,,,1,4,24.99,0,SANTAFE,,
METRA,HYUNDAI DDIN/SDIN,997335S,STANDARD,INSTALL,,,1,22,69.99,0,SANTA FE,,
METRA,HYUNDAI TUCSON KIT 10-15,997341B,STANDARD,INSTALL,,,1,0,59.99,-1,METRA,,
AXXESS,HYUNDAI TUSCON AMP HARNESS,AXDISHK4,STANDARD,INSTALL,,,1,0,299.99,-1,METRA,,
METRA,TUNDRA,998207,STANDARD,INSTALL,,,1,7,29.99,0,SANTAFE,,
METRA,TOYOTA KIT,998209,STANDARD,INSTALL,,,1,5,24.99,1,SANTAFE,,
METRA,METRA TOYOTA CAMRY KIT 07-UP,998218,STANDARD,INSTALL,,,1,22,59.99,0,SANTA FE,,
METRA,TOYOTA CAMRY 2002 UP KIT,998231,STANDARD,INSTALL,,,1,10.99,39.99,2,SANTA FE,,
METRA,TOYOTA DDIN KIT 4RUNNER,998300,STANDARD,INSTALL,,,1,15,34.99,0,SANTA FE,,
METRA,KIT MERCEDES,998712,STANDARD,INSTALL,,,1,8,29.99,0,SANTAFE,,
METRA,KIT DEAWOO,998800,STANDARD,INSTALL,,,1,8,24.99,2,SANTAFE,,
METRA,KIT SUBARU,998900,STANDARD,INSTALL,,,1,8,24.99,2,SANTAFE,,
METRA,KIT,998902,STANDARD,INSTALL,,,1,0,19.99,0,SANTE FE,,
METRA,98 AND UP VW BEETLE KIT,999008,STANDARD,INSTALL,,,1,9.21,29.99,1,SANTA FE,,
METRA,KIT AUDI 96-06,999100,STANDARD,INSTALL,,,1,8,24.99,3,SANTAFE,,
METRA,KIT AUDI,999104,STANDARD,INSTALL,,,1,8,24.99,1,SANTAFE,,
METRA,KIT,999105,STANDARD,INSTALL,,,1,8,24.99,1,SANTAFE,,
METRA,JEEP LIBERTY 02-07 KIT,956524B,STANDARD,INSTALL,,,1,22.35,69.99,0,SANTA FE,,
METRA,KIT VW,999123,STANDARD,INSTALL,,,1,8,29.99,1,SANTAFE,,
METRA,KIT VOLVO,999213,STANDARD,INSTALL,,,1,8,29.99,2,SANTAFE,,
METRA,KIT VOLVO/VW,999222,STANDARD,INSTALL,,,1,8,29.99,3,SANTAFE,,
METRA,KIT MINI,999302,STANDARD,INSTALL,,,1,8,24.99,1,SANTAFE,,
METRA,BMW,999303,STANDARD,INSTALL,,,1,8,29.99,1,SANTAFE,,
METRA,KIT,999305,STANDARD,INSTALL,,,1,8,29.99,2,SANTAFE,,
METRA,DOUBLE DIN UNIVERSAL,999999,STANDARD,INSTALL,,,1,4,19.99,1,SANTAFE,,
KENWOOD,BACKUP CAMERA,CMOS130,STANDARD,ACCESSORIES,,,1,40,119.99,1,KENWOOD,,
KENWOOD,IPOD VIDEO CABLE,KCAIP202,STANDARD,ACCESSORIES,,,1,24,59.99,0,KENWOOD,,
KENWOOD,2CH 1000W,KAC7205,STANDARD,AMP,,,1,116,219.99,0,KENWOOD,,
KENWOOD,MONO 1000W,KAC8105D,STANDARD,AMP,,,1,116,219.99,0,KENWOOD,,
KENWOOD,4CH 600W,KAC8405,STANDARD,AMP,,,1,116,219.99,0,KENWOOD,,
KENWOOD,1800W AMP CLASS D,KAC9105D,STANDARD,AMP,,,1,170,299.99,0,KENWOOD,,
KENWOOD,MINI AMP 45X4,KACM1804,STANDARD,AMP,,,1,110,149.99,0,KENWOOD,,
KENWOOD,BLUETOOTH 4CH AMP,KACM1824BT,STANDARD,AMP,,,1,154,279.99,0,KENWOOD,,
KENWOOD,AMP KNOB,KCARC01A,STANDARD,AMP,,,1,15,29.99,0,KENWOOD,,
KENWOOD,SLIM SUB AMP ENCLOSURE,KSCW11,STANDARD,AMP,,,1,157,279.99,0,KENWOOD,,
KENWOOD,SUB/AMP PACKAGE,PW120B,STANDARD,AMP,,,1,135,269.99,0,KENWOOD,,
KENWOOD,EXCELON 4CH AMP,X3014,STANDARD,AMP,,,1,120,199.99,0,KENWOOD,,
KENWOOD,EXCELON 4-CHANNEL,X3024,STANDARD,AMP,,,1,110,199.99,1,KENWOOD,,
KENWOOD,EXCELON 4-CH AMP,X4504,STANDARD,AMP,,,1,153,279.99,0,KENWOOD,,
KENWOOD,EXCELON MONO 500X1,X5001,STANDARD,AMP,,,1,110,199.99,0,KENWOOD,,
KENWOOD,EXCELON 500 WATT MONO,X5011,STANDARD,AMP,,500,1,110,199.99,0,KENWOOD,,
KENWOOD,500 WATT MONO AMP,X5021,STANDARD,AMP,,,1,110,199.99,0,KENWOOD,,
KENWOOD,EXCELON 500 WAT AMP,X5031,STANDARD,AMP,,,1,125,249.99,2,KENWOOD,,
KENWOOD,EXCELON 5-CH,X7005,STANDARD,AMP,,,1,193,349.99,0,KENWOOD,,
KENWOOD,5 CH AMP,X8035,STANDARD,AMP,,,1,192.5,429.99,1,KENWOOD,,
KENWOOD,EXCELON 100X4,XR4014,STANDARD,AMP,,,1,190,379.99,0,KENWOOD,,
KENWOOD,EXCELON 5-CH AMP,XR5S,STANDARD,AMP,,,1,316,599.99,0,KENWOOD,,
KENWOOD,EXCELON 600X1 AMP,XR6011,STANDARD,AMP,,,1,190,379.99,0,KENWOOD,,
KENWOOD,EXCELON 5-CH,XR9005,STANDARD,AMP,,,1,341,549.99,0,KENWOOD,,
KENWOOD,DD CD USB BLUETHOOTH,DPX792BH,STANDARD,CD,,,1,136,199.99,0,KENWOOD,,
KENWOOD,CD AUX RADIO,KDC118U,STANDARD,CD,,,1,65,89.99,0,KENWOOD,,
KENWOOD,CD USB AUX,KDC165U,STANDARD,CD,,,1,60,89.99,0,KENWOOD,,
KENWOOD,CD BLUETOOTH RECEIVER,KDCBT278U,STANDARD,CD,,,1,77,109.99,0,KENWOOD,,
KENWOOD,CD/BT/USB RECEIVER,KDCBT360U,STANDARD,CD,,,1,0,129.99,-1,WALMART,,
KENWOOD,SINGLE DN BLUETOOTH CD,KDCX305,STANDARD,CD,,,1,0,169.99,0,KENWOOD,,
KENWOOD,EXELON BLUETOOTH HD,KDCX704,STANDARD,CD,,,1,114,159.99,0,KENWOOD,,
KENWOOD,BLUETOOTH,KMMBT225U,STANDARD,CD,,,1,55,79.99,0,KENWOOD,,
KENWOOD,BLUETOOTH RADIO,KMMBT228U,STANDARD,CD,,,1,68,99.99,0,KENWOOD,,
KENWOOD,BLUETOOTH RADIO,KMMBT232U,STANDARD,CD,,,1,0,119.99,2,KENWOOD,,
KENWOOD,BLUETOOTH RADIO,KMMBT332U,STANDARD,CD,,,1,0,129.99,3,KENWOOD,,
KENWOOD,EXCELON USB BLUETOOTH,KMMX704,STANDARD,CD,,,1,121.5,219.99,0,KENWOOD,,
KENWOOD,BLUETOOTH HD RADIO,KMMX705,STANDARD,CD,,,1,0,179.99,0,KENWOOD,,
KENWOOD,MARINE CD USB,KMRD358,STANDARD,CD,,,1,82,129.99,1,KENWOOD,,
KENWOOD,CD MARINE,KMRD365BT,STANDARD,CD,,,1,110,149.99,1,KENWOOD,,
KENWOOD,KENWWOD DVD CARPLAY,DNX697S,STANDARD,HEAD UNIT,,,1,730,1199.99,1,KENWOOD,,
METRA,KIA SPORTAGE 11-16 KIT,957344CH,STANDARD,INSTALL,,,1,15,39.99,0,SANTA FE,,
METRA,KIT,88003301,STANDARD,INSTALL,,,1,6,19.99,0,,,
METRA,JEEP/DODGE 07-UP DDIN KIT,95651117,STANDARD,INSTALL,,,1,6.68,29.99,1,SANTA FE,,
METRA,0GRING,0GRING,STANDARD,INSTALL,,,1,1.5,2.99,0,SANTA FE,,
METRA,KIA SPORTAGE KIT 2011UP,997344CH,STANDARD,INSTALL,,,1,18,49.99,1,SANTA FE,,
METRA,0 GAUGE RING TERMANIL TSPEC,0GT,STANDARD,INSTALL,,,1,1.33,4.99,7,SANTA FE,,
METRA,"02UP 10"" DODGE RAM DUAL BOX",10DODGETRUCKBOX,STANDARD,INSTALL,,,1,65,189.99,1,SANTA FE,,
MISC,BATTERY,CR2025,BULK,ACCESSORIES,,,1,1.21,3.99,12,STINGER SOLUTIONS,,
METRA,KIT 959311 BMW DDIN RELOCATION,959311B,STANDARD,INSTALL,,,1,32.67,99.99,0,SANTE FE,,
METRA,"10"" HIGH EXUCUSION GRILL",10GD,STANDARD,INSTALL,,,1,4.5,24.99,2,WHOLESALE HOUSE,,
MISC,ON OF SWITCH,SWITCH,BULK,INSTALL,,,1,0.79,6.99,23,SANTA FE,,
METRA,"12"" EXTENDER",12EXT,STANDARD,INSTALL,,,1,2.5,9.99,0,WHOLESALE HOUSE,,
METRA,"12"" GRILL SET HIGH EXCURSION",12GD,STANDARD,INSTALL,,,1,5.5,29.99,0,WHOLESALE HOUSE,,
MISC,ALARM SOCKET,SOCKET,BULK,ALARM,,,1,0.76,6.99,24,WHOLESALE HOUSE,,
METRA,14 GAUGE STINGER SPK WIRE,14GS,STANDARD,INSTALL,,,1,0.3,1.25,0,SANTA FE,,
MISC,TERMINAL CUP,TCUP,BULK,INSTALL,,,1,0.39,2.99,28,WHOLESALE HOUSE,,
MISC,ALARM RELAY,RELAY,BULK,ALARM,,,1,1.49,6.99,58,SANTAFE,,
METRA,8 OZ SCREEN SHINE,31008MLSSR,STANDARD,ACCESSORIES,,,1,2.49,4.99,0,WHOLESALE HOUSE,,
METRA,30 OZ SCREEN SHINE,31030MLSSR,STANDARD,ACCESSORIES,,,1,4.99,9.99,3,WHOLESALE HOUSE,,
METRA,CHRYSLER ANTENNA ADAPTER,40CR10,STANDARD,INSTALL,,,1,2.3,19.99,4,SANTA FE,,
METRA,EURO ANTENNA ADAPTER,40EU10,STANDARD,INSTALL,,,1,4.41,19.99,-7,SANTA FE,,
METRA,ANT ADPTR,40FD10,STANDARD,INSTALL,,,1,3,11.99,7,SANTAFE,,
METRA,METRA KIA FORTE KIT,997338B,STANDARD,INSTALL,,,1,19.65,49.99,0,SANTA FE,,
METRA,GM ANTENNA ADAPTER,40GM10,STANDARD,INSTALL,,,1,1.42,11.99,9,SANTA FE,,
METRA,NISSAN ANTENNA ADAPTER,40NI12,STANDARD,INSTALL,,,1,4.33,19.99,2,SANTA FE,,
METRA,ANTENNA ADAPTER,40SB10,STANDARD,INSTALL,,,1,7.5,19.99,0,SANTA FE,,
METRA,ANTINA Y,40UV44,STANDARD,INSTALL,,,1,2,11.99,1,SANTAFE,,
METRA,ANTINA ADPTR VOLVO,40VL10,STANDARD,INSTALL,,,1,4,15.99,3,SANTAFE,,
METRA,EURO ANTENNA ADAPTER,40VW10,STANDARD,INSTALL,,,1,2.2,19.99,19,SANTA FE,,
METRA,ANTIN ADAPTR,40VW20,STANDARD,INSTALL,,,1,7,19.99,4,SANTAFE,,
AVITAL,AVITAL REMOTE START KEYLESS,4105L,STANDARD,ALARM,,,1,42,99.99,0,DEI,,
AVITAL,AVITAL REMOTE START,4105L,STANDARD,ALARM,,,1,44,99.99,18,DEI,,
VIPER,VIPER REMOTE START 1 WAY 4 BUT,4105V,STANDARD,ALARM,,,1,67.93,149.99,0,AUDIOVOX,,
METRA,ANT EXT,44EC144,STANDARD,INSTALL,,,1,4,15.99,0,SANTAFE,,
METRA,ANTENNA EXTENSION,44EC18,STANDARD,INSTALL,,,1,3.61,19.99,1,SANTA FE,,
MISC,WIRE 10G,10GB,BULK,INSTALL,,,1,0,1,418,SANTA FE,,
MISC,WIRE 10G,10GR,BULK,INSTALL,,,1,0,1,448.25,SANTA FE,,
METRA,GM RETAIN,702003T,STANDARD,INSTALL,,,1,35,69.99,1,SANTAFE,,
MISC,WIRE 8GR,8GR,BULK,INSTALL,,,1,0,3,486.5,WHOLESALE HOUSE,,
MISC,WIRE 12GS,12GS,BULK,INSTALL,,,1,0,1.5,561,SANTA FE,,
AUDIOVOX,WIRELESS VEHICLE BACKUP SYSTEM,ACA240,STANDARD,VIDEO,,,1,70,199.99,1,AUDIOVOX,,
AUDIOVOX,AUDIOVOX CAMERA,ACA801,STANDARD,VIDEO,,,1,60,129.99,3,AUDIOVOX,,
PAC,FACTORY USB ADAPTOR,ACCUSB1,STANDARD,INSTALL,,,1,8,24.99,0,SANTA FE,,
MISC,FUSE,AGU,STANDARD,INSTALL,,,1,0.25,4.99,-6,WHOLESALE HOUSE,,
HIFONICS,"HIFONICS 15"" DVC 600 RMS SUB",AHF15D4TWH,STANDARD,SUB,,,1,45,139.99,0,WHOLESALE HOUSE,,
,LABOR ALARM,ALA,LABOR,LABOR,,,1,0,80,0,CARTOYZ,,
METRA,INFINITI I30/35 KIT,997609G,STANDARD,INSTALL,,,1,15,39.99,0,STINGER SOLUTIONS,,
,LABOR AMP,AMP,LABOR,LABOR,,,1,0,200,0,CARTOYZ,,
DS18,DS18 4 GAUGE KIT,AMPKIT4,STANDARD,INSTALL,,,1,30,79.99,1,DS18,,
CARLINK,CAR LINK SMART START,ASCL2,STANDARD,ALARM,,,1,182,399.99,0,AUDIOVOX,,
CARLINK,CARLINK PHONE APP RECIEVER,ASCL6,STANDARD,ALARM,,,1,80,199.99,0,AUDIOVOX,,
CARLINK,CARLINK BT REMOTE START,ASCLBTR,STANDARD,HEADUNIT,,,1,120,199.99,0,,,
AXXESS,STEERING WEEL CONTR,ASWC,STANDARD,INSTALL,,,1,54.82,99.99,2,SANTFE,,
AUTOTEK,AUTOTEK 2-CH 2000W AMP,ATA20002,STANDARD,AMP,,,1,54.99,149.99,0,WHOLESALE HOUSE,,
ATG,"ATG 12"" PORTABLE BLUETOOTH SPK",ATGDJ12SP,STANDARD,SUB,,,1,92.88,199.99,2,ATG,,
ATG,"ATG 15"" PORTABLE BLUETOOTH SPK",ATGDJ15SP,STANDARD,SUB,,,1,117.72,249.99,2,ATG,,
AUDIOVOX,"7"" AUDIOVOX HEADREST",AVXMTGHR1M,STANDARD,VIDEO,,,1,100,249.99,1,AUDIOVOX,,
AUTOTEK,AUTOTEK 1000 WATT AMP,AXL10502,STANDARD,AMP,,,1,59,149.99,0,WHOLESALE HOUSE,,
AUTOTEK,AUTOTEK 2500 W 1-OHM AMP,AXL25501,STANDARD,AMP,,,1,125,279.99,0,WHOLESALE HOUSE,,
CODE ALARM,ALARM ADD ON FLRSBA,BASEC,STANDARD,ALARM,,,1,35,99.99,0,AUDIOVOX,,
MISC,ALARM BATTERY,BATTARYA,STANDARD,ALARM,,,1,1.25,2.99,0,WHOLESALE HOUSE,,
PAC,FORD AI HARNESS,BHA1770,STANDARD,INSTALL,,,1,0.99,24.99,2,WHOLESALE HOUSE,,
,INSTALL BLUETOOTH MIC,BLT,LABOR,LABOR,,,1,0,15,0,CARTOYZ,,
PAC,BMW AI 3 SERIES KIT,BMWK300,STANDARD,INSTALL,,,1,2.89,29.99,0,AI,,
PAC,AI BMW KIT,BMWK500,STANDARD,INSTALL,,,1,7.34,29.99,1,WHOLESALE HOUSE,,
MISC,GM SIDE POST TERMINAL,BSTPSG,STANDARD,INSTALL,,,1,2.1,9.99,0,WHOLESALE HOUSE,,
MISC,BATTARY POST,BT705P,STANDARD,INSTALL,,,1,5.4,11.99,0,WHOLESALE HOUSE,,
,LABOR BLUETOOTH,BTB,LABOR,LABOR,,,1,0,50,0,CARTOYZ,,
MISC,SIDE BATTERY POST,BTPSG,STANDARD,INSTALL,,,1,1.99,6.99,4,WHOLESALE HOUSE,,
PAC,BMW AI WIRING HARNESS,BWH470,STANDARD,INSTALL,,,1,1.4,19.99,0,AI,,
,LABOR BYPASS,BYP,LABOR,LABOR,,,1,0,40,0,CARTOYZ,,
PAC,BYPASS PARKING BREAK,TR1,STANDARD,ACCESSORIES,,,1,5.64,19.99,10,PIONEER,,
PAC,PAC INTERFACE DODGE CAN BUS,C2RCHY4,STANDARD,LABOR,,,1,63,129.99,0,WHOLESALE HOUSE,,
PAC,PAC GM NON BOSE HARNESS INTER,C2RGM24,STANDARD,INSTALL,,,1,48,99.99,0,WHOLESALE HOUSE,,
,CALIBRATION,CAL,LABOR,LABOR,,,1,0,35,0,CARTOYZ,,
,LABOR CAMERA,CAM,LABOR,LABOR,,,1,0,200,0,CARTOYZ,,
MISC,BACK UP CAMERA,CAM1,STANDARD,INSTALL,,,1,10,99.99,0,ALI BABA,,
,LABOR CAP/BATTERY,CAP,LABOR,LABOR,,,1,0,35,0,CARTOYZ,,
JENSEN,JENSON USB CARPLAY ANDROID AUT,CAR70V,STANDARD,HEAD UNIT,,,1,147.05,219.99,0,JENSEN,,
AUDIOVOX,AUDIOVOX CAR CONNECTION,CCOB225L,STANDARD,ALARM,,,1,99.95,199.99,0,AUDIOVOX,,
AUDIOVOX,CAR CONNECTION PRO,CCPRO,STANDARD,ALARM,,,1,110,199.99,1,AUDIOVOX,,
,LABOR CD PLAYER,CDP,LABOR,LABOR,,,1,0,100,0,CARTOYZ,,
PAC,FORD/CHRYSLER AI KIT,CFK510,STANDARD,INSTALL,,,1,1.65,19.99,1,AI,,
RYDEEN,RYDEEN MINI CAMERA,CM3T150BPR,STANDARD,VIDEO,,,1,40.96,119.99,0,SANTA FE,,
JENSEN,"JENSON 10"" TOUCH SCREEN MIRR",CMM710,STANDARD,INSTALL,,,1,169,299.99,0,JENSON,,
,LABOR COMPONENT,CMP,LABOR,LABOR,,,1,0,100,0,CARTOYZ,,
POWER ACOUSTIK,POWER ACOUSTIC DVD APPLE RECIE,CPAA70D,STANDARD,HEAD UNIT,,,1,90,199.99,0,POWER ACOUSTIC,,
METRA,LEXUS,998157B,STANDARD,INSTALL,,,1,7,29.99,1,SANTAFE,,
METRA,LEXUS RX KIT,998159S,STANDARD,INSTALL,,,1,13.5,49.99,0,SANTA FE,,
METRA,LEXUS ES350 KIT 07-12,998162G,STANDARD,INSTALL,,,1,15.5,39.99,-1,SANTA FE,,
POWER ACOUSTIK,POWER 7 WIRELESS APPLE ANDROID,CPAA70MW,STANDARD,HEAD UNIT,,,1,120,249.99,3,POWER ACOUSTIK,,
MISC,CBRA INVERTER,CPI200CH,STANDARD,INSTALL,,,1,30,69.99,0,WHOLESALE HOUSE,,
MISC,ANL DIST BLK,CQ3422P,STANDARD,INSTALL,,,1,10,39.99,0,WHOLESALE HOUSE,,
KENWOOD,MARINE BLUETOOTH RECIE,KMRM328BT,STANDARD,HEAD UNIT,,,1,87,129.99,0,KENWOOD,,
PAC,ANY ADAP CHRY,CR6,STANDARD,INSTALL,,,1,2.3,14.99,27,WHOLESALE HOUSE,,
MASSIVE,MASSIVE POWER BULLET TWEETER,CT4X,STANDARD,SPEAKER,,,1,22,59.99,0,SANTA FE,,
CARTOYZ,CARTOYZ FUSE HOLDER,CTFH,STANDARD,INSTALL,,,1,7,29.99,1,ALI BABA,,
PAC,CHRYSLER AI KIT,CWH634,STANDARD,INSTALL,,,1,1.4,15.99,0,WHOLESALE HOUSE,,
IDATALINK,MAESTRO RR,ADSMRR,STANDARD,INSTALL,,,1,100,199.99,1,AMERICAN INTERNATIONAL,,
IDATALINK,MAESTRO SW INTERFACE,ADSMSW,STANDARD,INSTALL,,,1,35,99.99,2,SANTA FE,,
FLASHLOGIC,MAZDA REMOTE START HARNESS,ADSTHRMA3,STANDARD,INSTALL,,,1,35,69.99,0,AUDIOVOX,,
KENWOOD,MAZDA 04-UP KIT,997504,STANDARD,INSTALL,,,1,15,29.99,1,KENWOOD,,
PAC,CHRYSLER HARNESS 02-UP,CWH638,STANDARD,INSTALL,,,1,2,15.99,0,WHOLESALE HOUSE,,
PAC,AI CHRYSLER HARNESS/ W RCA IN,CWH64A,STANDARD,INSTALL,,,1,6.25,29.99,2,WHOLESALE HOUSE,,
METRA,ANL 100A FUSE,ANL100S,STANDARD,INSTALL,,,1,2.34,9.99,-2,STINGER SOLUTIONS,,
METRA,ANL FUSE 150 AMP,ANL150S,STANDARD,INSTALL,,,1,2.35,9.99,-1,STINGER SOLUTIONS,,
METRA,ANL 200 AMP FUSE,ANL200S,STANDARD,INSTALL,,,1,2.34,9.99,6,STINGER SOLUTIONS,,
METRA,ANL 250A FUSE,ANL250S,STANDARD,INSTALL,,,1,2.34,9.99,1,STINGER SOLUTIONS,,
METRA,ANL 300A FUSE,ANL300S,STANDARD,INSTALL,,,1,1.64,9.99,3,STINGER SOLUTIONS,,
PAC,PAC CHRY DODGE INTERFACE,AP4CH21,STANDARD,INSTALL,,,1,173.21,399.99,1,AAMP,,
PAC,FORD AMP BYPASS HARNESS,APHFD01,STANDARD,INSTALL,,,1,37.15,79.99,1,STINGER SOLUTIONS,,
SSL,"SSL 6.75"" CARPLAY/ANDROID UNIT",DD988ACP,STANDARD,HEAD UNIT,,,1,200.99,299.99,0,SANTA FE,,
PAC,AUDI A4 2002-08 KIT,AUDK613,STANDARD,INSTALL,,,1,24.63,59.99,2,STINGER SOLUTIONS,,
METRA,MERCEDES 06-07 KIT,958721B,STANDARD,INSTALL,,,1,10.53,34.99,3,SANTA FE,,
METRA,MERCEDES GL 07-12 KIT,998723B,STANDARD,INSTALL,,,1,0,39.99,1,SANTA FE,,
KENWOOD,DVD BLUETOOTH APP RADI,DDX350BT,STANDARD,VIDEO,,,1,170,279.99,0,PIONEER,,
MISC,LED HEADLIGHT BULB,DL9005,STANDARD,ACCESSORIES,,,1,34.45,99.99,0,SANTA FE,,
MISC,LED HEADLIGHT BULBS,DL9006,STANDARD,ACCESSORIES,,,1,37,99.99,1,SANTA FE,,
MISC,DAYTON LED BULB,DL9012,STANDARD,ACCESSORIES,,,1,36.75,99.99,1,SANTA FE,,
MISC,LED HEADLIGHT BULBS,DLH11,STANDARD,ACCESSORIES,,,1,37,99.99,1,SANTA FE,,
MISC,DAYTON LED BULB,DLH8,STANDARD,ACCESSORIES,,,1,36.75,99.99,1,SANTA FE,,
JENSEN,DAUL CAST WIFI DONGLE,DMH25,STANDARD,INSTALL,,,1,40,69.99,1,JENSEN,,
KENWOOD,CARPLAY/ ANDROID AUTO,DMX47S,STANDARD,HEAD UNIT,,,1,278,399.99,2,SANTA FE,,
KENWOOD,DD NAV APP RADIO,DNX890HD,STANDARD,VIDEO,,,1,800,1199.99,0,PIONEER,,
ROCKFORD,PROCESSOR,DSR1,STANDARD,INSTALL,,,1,192,299.99,1,ROCKFORD,,
T-SPEC,MINI ANL FUSE HOLDER,VMANL,STANDARD,INSTALL,,,1,3.52,19.99,4,METRA,,
FAHRENHEIT,FEHRENHEIT,DTV2U,STANDARD,VIDEO,,,1,109.99,159.99,0,WHOLESALE HOUSE,,
DUB,DUB 480WATT AMP,DUB2100A,STANDARD,AMP,,,1,44.1,119.99,1,AUDIOVOX,,
DUB,DUB 900 WATT AMP MONO,DUBA1450,STANDARD,AMP,,,1,80,199.99,0,AUDIOVOX,,
DUB,4CH DUB AMP,DUBA4100,STANDARD,AMP,,,1,65,149.99,0,AUDIOVOX,,
,LABOR DVD,DVD,LABOR,LABOR,,,1,0,200,0,CARTOYZ,,
PAC,CHRYSLER ANTENNA ADA,BAA20,STANDARD,INSTALL,,,1,3.78,19.99,2,AMERICAN INTERNATIONAL,,
PAC,EURO ANTENNA ADAP,BAA22,STANDARD,INSTALL,,,1,3.13,19.99,12,AMERICAN INTERNATIONAL,,
PAC,NISSAN ANTENNA ADAP,BAA36,STANDARD,INSTALL,,,1,4.5,19.99,0,STINGER SOLUTIONS,,
PAC,KIA ANTENNA APAD,BAA40,STANDARD,INSTALL,,,1,6.12,19.99,2,AMERICAN INTERNATIONAL,,
PAC,HONDA ANTENNA ADAP,BAA42,STANDARD,INSTALL,,,1,4.5,19.99,3,STINGER SOLUTIONS,,
PAC,LEXUS ANTENNA ADAP,BAA44,STANDARD,INSTALL,,,1,6.49,19.99,6,STINGER SOLUTIONS,,
PAC,BEST ANTENNA ADAP GM,BAA4B,STANDARD,INSTALL,,,1,2.06,19.99,-3,STINGER SOLUTIONS,,
PAC,EUERO ANTENNA ADAP,BAA7,STANDARD,INSTALL,,,1,4.27,19.99,1,AMERICAN INTERNATIONAL,,
PAC,NISSAN ANTENNA ADAP,BAA9,STANDARD,INSTALL,,,1,2.9,19.99,0,STINGER SOLUTIONS,,
PAC,MALE TO MALE ANTENNA,BAAMM,STANDARD,INSTALL,,,1,2.09,19.99,2,STINGER SOLUTIONS,,
PAC,PAC BASS BLOCKER 0-600HRZ,BB2PR,STANDARD,INSTALL,,,1,7.52,19.99,2,STINGER SOLUTIONS,,
PAC,PAC BASS BLOCKER 0-800HZ,BB3PR,STANDARD,INSTALL,,,1,7.52,19.99,3,STINGER SOLUTIONS,,
PAC,PAC BASS BLOCKER 1.2K,BB4PR,STANDARD,INSTALL,,,1,7.52,19.99,4,STINGER SOLUTIONS,,
PAC,BASS BLOCKER 2.8K,BB5PR,STANDARD,INSTALL,,,1,7.52,19.99,1,STINGER SOLUTIONS,,
PAC,PAC BASS BLOCKER,BB6PR,STANDARD,INSTALL,,,1,7.52,19.99,2,STINGER SOLUTIONS,,
BOSS,BOSS ELITE 1500 WATT MANO AMP,BE15001,STANDARD,INSTALL,,,1,55.99,129.99,0,SANTA FE,,
PAC,A/V AUDIO VIDEO CABLE 17FT,BGAV17,STANDARD,INSTALL,,,1,6.7,24.99,2,STINGER SOLUTIONS,,
PAC,HYUNDAI HARNESS,BHA1004,STANDARD,INSTALL,,,1,2,24.99,3,AMERICAN INTERNATIONAL,,
PAC,BEST HARNESS HONDA 86-98,BHA1720,STANDARD,INSTALL,,,1,1.35,24.99,5,STINGER SOLUTIONS,,
PAC,HONDA 98-UP HARNESS,BHA1721,STANDARD,INSTALL,,,1,3.14,24.99,6,AMERICAN INTERNATIONAL,,
PAC,HONDA 06-08 HARNESS,BHA1722,STANDARD,INSTALL,,,1,2.85,24.99,1,STINGER SOLUTIONS,,
PAC,HONDA 08-UP HARNESS,BHA1729,STANDARD,INSTALL,,,1,2.85,24.99,4,STINGER SOLUTIONS,,
PAC,HONDA WIRRING HARNESS,BHA1730,STANDARD,INSTALL,,,1,4.5,24.99,2,STINGER SOLUTIONS,,
PAC,TOYOTA HARNESS,BHA1761,STANDARD,INSTALL,,,1,1.93,24.99,5,STINGER SOLUTIONS,,
CLARION,CLARION 7 BAND EQ,EQS746,STANDARD,EQX,,,1,55.69,129.99,0,SANTA FE,,
PAC,FORD HARNESS,BHA1771,STANDARD,INSTALL,,,1,2.23,24.99,9,AMERICAN INTERNATIONAL,,
PAC,EURO HARNESS,BHA1784,STANDARD,INSTALL,,,1,3.14,24.99,2,AMERICAN INTERNATIONAL,,
