make,description,model,type,DEPT,CATEGORY,SIZE,PACK_QTY,COST,PRICE,available,vendor,REORDER_NO,MIN_ORDER
PAC,FORD SPEAKER ADAPTERS,FSB1501,STANDARD,INSTALL,,,1,14.16,34.99,2,STINGER SOLUTIONS,,
FARENHEIT,FARENHEIT RF HEADPHONES,HP902RFT,STANDARD,INSTALL,,,1,66,129.99,1,WHOLESALE HOUSE,,
PAC,CADILLAC DTS KIT,GM1523B,STANDARD,INSTALL,,,1,10.2,34.99,0,AMERICAN INTERNATIONAL,,
PAC,GM BOSE HARNESS 03-06,GM1AR,STANDARD,INSTALL,,,1,51.12,119.99,2,STINGER SOLUTIONS,,
PAC,GM AMP AND STEERING HARNESS,GM1ARS,STANDARD,INSTALL,,,1,84.75,169.99,0,STINGER SOLUTIONS,,
PAC,GM BOSE INTEGRATION HARNESS,GM1ART,STANDARD,INSTALL,,,1,86.83,179.99,0,STINGER SOLUTIONS,,
PAC,BOSE AMP TURNON HARNESS ONLY,GM1ARX,STANDARD,INSTALL,,,1,58.73,119.99,0,STINGER SOLUTIONS,,
,LABOR HEADREST MONITOR,HRM,LABOR,LABOR,,,1,0,100,0,CARTOYZ,,
PAC,GM PAC STEREO INTERFACE,GM3ARSTX,STANDARD,INSTALL,,,1,105,199.99,1,STINGER SOLUTIONS,,
SATELLITE,SATELLITE ANTENNA ADAPTER,HRNANTSAT1,STANDARD,INSTALL,,,1,11,34.99,0,SANTA FE,,
KENWOOD,PERFORMANCE SERIES 6X9,KFC6996PS,STANDARD,SPEAKER,,,1,50,99.99,0,KENWOOD,,
PAC,GM REAR VIDEO RET HARNESS,GMRVD,STANDARD,INSTALL,,,1,19.64,49.99,1,STINGER SOLUTIONS,,
PAC,HARLEY DAVIDSON SWC KIT,HDK001X,STANDARD,INSTALL,,,1,56,129.99,0,STINGER SOLUTIONS,,
PAC,HARLEY KIT WITH WIRING HARNESS,HDKOO1X,STANDARD,INSTALL,,,1,70.88,139.99,1,STINGER SOLUTIONS,,
MAESTRO,AMP INTEGRATION HARNESS,HRNARCH4,STANDARD,INSTALL,,,1,31,79.99,1,SANTA FE,,
PAC,AI HONDA HARNESS 90'S,HWH804,STANDARD,INSTALL,,,1,1.4,14.99,0,WHOLESALE HOUSE,,
PAC,HONDA 2008-12 KIT,HONK852D,STANDARD,INSTALL,,,1,0,89.99,1,,,
PAC,HONDA AI HARNESS 08- UP,HWH810,STANDARD,INSTALL,,,1,1.55,19.99,0,WHOLESALE HOUSE,,
PAC,HONDA AI HARNESS 06-UP,HWH812,STANDARD,INSTALL,,,1,1.55,19.99,0,WHOLESALE HOUSE,,
PAC,HYUNDAI AI KIT,HYNK1120,STANDARD,LABOR,,,1,7,24.99,2,WHOLESALE HOUSE,,
PAC,HYUNDAI AI SONATA KIT,HYNK1136,STANDARD,LABOR,,,1,7,24.99,2,WHOLESALE HOUSE,,
PAC,T-HARNESS CHRYSLER DODGE JEEP,HRNRRCH1,STANDARD,INSTALL,,,1,19,44.99,2,STINGER SOLUTIONS,,
PAC,T-HARNESS CHRYSLER DODGE JEEP,HRNRRCH2,STANDARD,INSTALL,,,1,19,44.99,1,STINGER SOLUTIONS,,
INSTALLBAY,RCA TO AUX,IB35RCA,STANDARD,INSTALL,,,1,1.17,7.99,7,SANTA FE,,
AUDIOPIPE,AUDIOPIPE AUX  JACK 3.5MM,IP35356,STANDARD,ACCESSORIES,,,1,1.63,6.99,-2,WHOLESALE HOUSE,,
ISIMPLE,I SIMPLE 3.5 AUX MOUNT,IS335,STANDARD,INSTALL,,,1,7.5,24.99,2,WHOLESALE HOUSE,,
ISIMPLE,I SIMPLE 3.5 AUX,ISVE913,STANDARD,INSTALL,,,1,3,14.99,0,WHOLESALE HOUSE,,
MISC,1200 WATT 12V POWER CELL,JB1217,STANDARD,BATTERY,,,1,120.23,249.99,0,SANTA FE,,
ISIMPLE,ISIMPLE BLUETOOTH FM MODULATOR,ISFM21,STANDARD,INSTALL,,,1,50.96,119.99,0,AMERICAN INTERNATIONAL,,
REIKKEN,REIKKEN 650WATT 12V POWER CELL,JB617,STANDARD,CAP,,,1,56.44,129.99,-1,SANTA FE,,
PAC,FORD F-150 13-14 DASH KIT T-HA,K150,STANDARD,INSTALL,,,1,175,299.99,0,STINGER SOLUTIONS,,
INFINITY,"INFINITY KAPPA 12"" SUB 500RMS",KAPPA1200W,STANDARD,SUB,,,1,119,249.99,0,SANTA FE,,
KENWOOD,CD BLUETOOTH PLAYER,KDCBT778HD,STANDARD,HEAD UNIT,,,1,99.99,149.99,0,,,
MAESTRO,MAESTRO JEEP GRAND KIT 14 21,KITJGC1,STANDARD,INSTALL,,,1,240,399.99,0,SANTA FE,,
MAESTRO,MAESTRO RR FOR HARNESS KIT,KITMFT1,STANDARD,INSTALL,,,1,0,299.99,0,AAMP,,
MAESTRO,MAESTRO MUSTANG KIT,KITMUS1,STANDARD,INSTALL,,,1,125,229.99,0,AMERICAN INTERNATIONAL,,
JVC,JVC CD BLUETOOTH,KDR890BT,STANDARD,CD,,,1,60,99.99,0,SANTA FE,,
JVC,JVC CD PLAYER WITH BLUETOOTH,KDT710BT,STANDARD,HEAD UNIT,,,1,69.99,99.99,0,SANTA FE,,
PAC,PAC CHRYSLER AMP HARNESS 05-07,LCCH11,STANDARD,INSTALL,,,1,50.93,109.99,1,AMERICAN INTERNATIONAL,,
PAC,PAC CHRYSLER AMP HARNESS,LCCH21,STANDARD,INSTALL,,,1,59.36,119.99,5,AMERICAN INTERNATIONAL,,
PAC,PAC GM RADIO INTERFACE,LCGM24,STANDARD,INSTALL,,,1,35.75,99.99,2,AMERICAN INTERNATIONAL,,
PAC,GM RADIO HARNESS,LCGM29,STANDARD,INSTALL,,,1,41.67,99.99,5,STINGER SOLUTIONS,,
PAC,PAC GM HARNESS,LCGM51,STANDARD,INSTALL,,,1,24.5,79.99,1,AMERICAN INTERNATIONAL,,
METRA,METRA 06-UP GM HARNESS,LCGMRCLAN01,STANDARD,INSTALL,,,1,31.75,69.99,0,SANTA FE,,
METRA,METRA HARNESS GM 06-UP,LCGMRCLAN03,STANDARD,INSTALL,,,1,31.75,69.99,0,KENWOOD,,
JVC,JVC CD BLUETOOTH RECIEVER,KDT915BTS,STANDARD,CD,,,1,95,129.99,0,SANTA FE,,
PAC,AI LINCOLN LS KIT,LLSK580,STANDARD,INSTALL,,,1,6,29.99,2,STINGER SOLUTIONS,,
PAC,PAC LOCPRO HIGH LOW CON,LP32,STANDARD,INSTALL,,,1,12.97,34.99,-6,AMERICAN INTERNATIONAL,,
PAC,LINE OUT CONVERTER 4 CHANNEL,LP34,STANDARD,INSTALL,,,1,18,49.99,0,STINGER SOLUTIONS,,
PAC,PAC LINE OUT CONVERTER WITH RM,LP72,STANDARD,INSTALL,,,1,19.47,49.99,0,AMERICAN INTERNATIONAL,,
PAC,LESUX ES300 97-01 KIT,LS2081B,STANDARD,INSTALL,,,1,15,39.99,0,STINGER SOLUTIONS,,
,LABOR KEYLESS ENTRY,KEY,LABOR,LABOR,,,1,0,60,0,CARTOYZ,,
PAC,KIA AI ANTENNA ADAP,KI6,STANDARD,INSTALL,,,1,2.76,19.99,0,WHOLESALE HOUSE,,
PAC,AI KIA KIT,KIAK1240,STANDARD,INSTALL,,,1,6.05,29.99,2,WHOLESALE HOUSE,,
PAC,UNIVERSAL AFTERMARKET HARNESS,MAESTRORR,STANDARD,INSTALL,,,1,90.25,179.99,0,STINGER SOLUTIONS,,
PAC,"12"" METAL MESH GRILL",MGR10,STANDARD,INSTALL,,,1,9.05,29.99,1,STINGER SOLUTIONS,,
PAC,"12"" METAL MESH GRILL WITH RING",MGR12,STANDARD,INSTALL,,,1,12.15,34.99,3,STINGER SOLUTIONS,,
MISC,WIRE 8GR,8GB,BULK,INSTALL,,,1,0,3,794,WHOLESALE HOUSE,,
PAC,AI KIA HARNESS,KWH832,STANDARD,INSTALL,,,1,1.4,14.99,2,WHOLESALE HOUSE,,
JVC,JVC DDIN DVD CAR PLAY RECIEVER,KWV660BT,STANDARD,HEAD UNIT,,,1,272,379.99,0,SANTA FE,,
PAC,PAC REMOTE LEVEL CONTROL,LC1I,STANDARD,LABOR,,,1,49.62,99.99,1,WHOLESALE HOUSE,,
AUDIOCONTROL,AUDIO CONTROL PRO HILO BASS,LC2IPRO,STANDARD,INSTALL,,,1,79.39,159.99,1,CARTOYZ,,
,LABOR KEYLESS,LCK,LABOR,LABOR,,,1,0,20,0,CARTOYZ,,
AUDIO MOBILE,AUDIO MOBILE 4-CH HIGH CONV,LDQ4,STANDARD,EQX,,,1,62,119.99,0,SANTA FE,,
PAC,NISSAN MAXIMA KIT,NN1498B,STANDARD,INSTALL,,,1,12,39.99,0,AMERICAN INTERNATIONAL,,
PAC,NISSAN MAXIMA 07-08,NN1640B,STANDARD,INSTALL,,,1,12,39.99,0,AMERICAN INTERNATIONAL,,
,LABOR LED LIGHTS,LED,LABOR,LABOR,,,1,0,400,0,CARTOYZ,,
WAVTECH,LINK 6 CHANNEL WITH SUM PROCES,LINK6,STANDARD,AMP,,,1,110,229.99,1,SANTA FE,,
CARTOYZ,4PCS 7 COLOR INTERIOR LIGHTS,LUIN47C2,STANDARD,ACCESSORIES,,,1,30,79.99,2,CARTOYZ,,
PAC,CADILLAC CTS SRX BOSE HARNESS,OS2CCTSX,STANDARD,INSTALL,,,1,86.73,169.99,1,STINGER SOLUTIONS,,
PAC,CADILLAC ONSTAR AMP HARNESS,OS2GM32X,STANDARD,INSTALL,,,1,86.73,169.99,0,STINGER SOLUTIONS,,
CARTOYZ,4PC EXPANDABLE INTERIOR LIGHT,LUINMPC,STANDARD,ACCESSORIES,,,1,50,99.99,1,CARTOYZ,,
ORION,ORION MINI ANL FUSE HOLDER,OWFHM1010,STANDARD,INSTALL,,,1,7,24.99,2,WHOLESALE HOUSE,,
ORION,ORION MINI ANL DIST BLOCK,OWFHM30404,STANDARD,INSTALL,,,1,12.5,39.99,0,WHOLESALE HOUSE,,
CARTOYZ,UNDER CAR LED MILLION COLOR,LUMO1,STANDARD,ACCESSORIES,,,1,85,199.99,1,,,
LEDGLOW,BLUETOOTH UNDER LIGHTS,LUUBMBT402,STANDARD,INSTALL,,,1,120,299.99,1,LEDGLOW,,
LEDGLOW,4  PEICE LED UNDER BODY WITH R,LUUBMW403,STANDARD,INSTALL,,,1,82,199.99,1,,,
PAC,LEXUS ES300 KIT 92-96,LXSK1300,STANDARD,LABOR,,,1,7,24.99,1,WHOLESALE HOUSE,,
PAC,LEXUS GS300 98-04 KIT,LXSK1315,STANDARD,LABOR,,,1,7,24.99,0,WHOLESALE HOUSE,,
INTERSTATE,HONDA BATTERY,M51R,STANDARD,INSTALL,,,1,84.35,129.99,1,INTERSTATE,,
ROCKFORD, MARINE 4 CHANNEL AMP,M5800X4,STANDARD,AMP,,,1,413,689.99,1,ROCKFORD,,
,MATERIALS CHARGE,MAT,LABOR,LABOR,,,1,0,10,0,CARTOYZ,,
PAC,MERCEDES C CLASS KIT,MBK100C,STANDARD,LABOR,,,1,7,29.99,-1,WHOLESALE HOUSE,,
AUTOPRO,AUTOPRO FLIPDOWN,MD11,STANDARD,VIDEO,,,1,60,199.99,0,SANTA FE,,
MISC,ANDROID HDMI TO MHL,MHL,STANDARD,ACCESSORIES,,,1,5.2,29.99,1,,,
MEMPHIS,MOJO PRO TWEETER,MJPT,STANDARD,SPEAKER,,,1,73,149.99,0,SANTA FE,,
,LABOR ONE HOUR,MS3,LABOR,LABOR,,,1,0,70,0,CARTOYZ,,
AUDIOVOX,MOVIES 2 GO 10 IN FLIP,MTG10UHD,STANDARD,VIDEO,,,1,212,399.99,0,AUDIOVOX,,
AUDIOVOX,"AUDIOVOX 12"" LED LCD OVERHEAD",MTG13UHD,STANDARD,VIDEO,,,1,262.5,499.99,1,,,
PAC,MAZDA AI HARNESS 89-02,MWH856,STANDARD,INSTALL,,,1,1.4,15.99,0,WHOLESALE HOUSE,,
,LABOR NAVIGATION,NAV,LABOR,LABOR,,,1,0,150,0,CARTOYZ,,
PAC,NISSAN ALTIMA DD KIT,NDK727,STANDARD,INSTALL,,,1,25.6,59.99,2,WHOLESALE HOUSE,,
,LABOR LED,NEN,LABOR,LABOR,,,1,0,100,0,CARTOYZ,,
PAC,NISSAN ANTENNA ADAP,NI6,STANDARD,INSTALL,,,1,2.74,15.99,-2,WHOLESALE HOUSE,,
PAC,ANTADAPTER NISS,NIA20,STANDARD,INSTALL,,,1,3,15.99,0,WHOLESALE HOUSE,,
PIPEDREAM,PIPEDREAM NEON MULTI-COLOR,NL7LEDX,STANDARD,ACCESSORIES,,,1,35,99.99,1,WHOLESALE HOUSE,,
PIPEDREAM,PIPEDREAM FLEX SLIM LED KIT,NLF3648SLM,STANDARD,ACCESSORIES,,,1,70,199.99,1,WHOLESALE HOUSE,,
MISC,ANT ADAPTR,NM7,STANDARD,INSTALL,,,1,4,15.99,1,WHOLESALE HOUSE,,
MISC,NISSAN ANTENNA ADAP,NM9,STANDARD,INSTALL,,,1,2.7,15.99,1,WHOLESALE HOUSE,,
PAC,HYUNDAI 11-15 CAN BUS HARNESS,RP42HY11,STANDARD,INSTALL,,,1,88.99,179.99,-1,STINGER SOLUTIONS,,
PAC,TOYOTA LEXUS AMP HARNESS SWC,RP42TY11,STANDARD,INSTALL,,,1,101.31,199.99,0,STINGER SOLUTIONS,,
PAC,PAC RADIOPRO DODGE CHRYSLER,RP4CH11,STANDARD,INSTALL,,,1,109.57,219.99,1,STINGER SOLUTIONS,,
PAC,PAC FORD RADIO HARNESS,RP4FD11,STANDARD,INSTALL,,,1,83,149.99,1,STINGER SOLUTIONS,,
PAC,GM BOSE RET SWC HARNESS,RP4GM11,STANDARD,INSTALL,,,1,116.51,229.99,1,STINGER SOLUTIONS,,
PAC,GM 07-UP BOSE HARNESS SWC,RP4GM31,STANDARD,INSTALL,,,1,109.57,219.99,0,STINGER SOLUTIONS,,
PAC,PAC MAZDA HARNESS SWC,RP4MZ11,STANDARD,INSTALL,,,1,85,199.99,1,STINGER SOLUTIONS,,
PAC,RADIO PRO GM BOSE SWC,RP5GM11,STANDARD,INSTALL,,,1,94,229.99,0,STINGER SOLUTIONS,,
PAC,PAC RADIOPRO GM HARNESS SWC,RP5GM31,STANDARD,INSTALL,,,1,102,219.99,1,STINGER SOLUTIONS,,
MISC,NOISE FILTER,NS10,STANDARD,INSTALL,,,1,3,9.99,0,WHOLESALE HOUSE,,
PAC,AMP RET FOR 11-15 HYUNDAI,RPASPDIF,STANDARD,INSTALL,,,1,35,69.99,1,STINGER SOLUTIONS,,
PAC,CHEVY COMARO KIT 10-15,RPK54101,STANDARD,INSTALL,,,1,257.14,429.99,1,STINGER SOLUTIONS,,
PAC,FACTORY SAT RETENTION,SAT01,STANDARD,INSTALL,,,1,7.17,24.99,1,STINGER SOLUTIONS,,
PAC,AI NISSAN HARNESS,NWH700,STANDARD,INSTALL,,,1,1.4,14.99,2,WHOLESALE HOUSE,,
DIRECTED,OBD T HARNESS,OBDGMD2,STANDARD,INSTALL,,,1,10,39.99,1,DIRECTED,,
STINGER,STINGER DIST BLOCK,SHD820,STANDARD,INSTALL,,,1,13,34.99,0,AMERICAN INTERNATIONAL,,
STINGER,STINGER 0 GAUGE OFC WIRING KIT,SK4201,STANDARD,INSTALL,,,1,121.26,249.99,0,SANTA FE,,
AUDIOVOX,OBD2 T CONNECTOR,OBDHAR,STANDARD,ACCESSORIES,,,1,20,39.99,0,AUDIOVOX,,
POWER ACOUSTIK,POWER ACOUSTIK MONO AMP 3000 W,OD13000,STANDARD,AMP,,,1,90,199.99,0,WHOLESALE HOUSE,,
POWER ACOUSTIK,POWER ACOUSTIK MONO AMP 3500MA,OD13500D,STANDARD,AMP,,,1,93,219.99,0,WHOLESALE HOUSE,,
ORION,ORION ANL FUSE HOLDER,OWFHANL2033BA,STANDARD,INSTALL,,,1,11,29.99,0,,,
ROCKFORD,PUNCH 1000W,P1000X1BD,STANDARD,AMP,,,1,300,499.99,0,ROCKFORD,,
ROCKFORD,PUNCH 3.5IN COAX,P132,STANDARD,SPEAKER,,,1,44,99.99,0,ROCKFORD,,
PAC,PAC LINE OUT CONVERTER 15W,SNI15,STANDARD,INSTALL,,,1,6.11,24.99,7,SANTA FE,,
ROCKFORD,PUNCH 4IN COAX,P142,STANDARD,SPEAKER,,,1,56,109.99,0,ROCKFORD,,
PAC,PAC 50A HIGH LOW CONV,SNI50A,STANDARD,INSTALL,,,1,9.65,29.99,0,STINGER SOLUTIONS,,
PAC,4GAUGE INPUT/OUTPUT T-BLOCK,SPD511,STANDARD,INSTALL,,,1,8.92,24.99,1,STINGER SOLUTIONS,,
PAC,INPUT OUTPUT 0GAUGE DISP BLOCK,SPD512,STANDARD,INSTALL,,,1,9,24.99,0,STINGER SOLUTIONS,,
ROCKFORD,PUNCH 4X6 COAX,P1462,STANDARD,SPEAKER,,4x6,1,56,119.99,0,ROCKFORD,,
SOUND QUEST,SOUNDQUEST 0GAUGE KIT,SQK0,STANDARD,INSTALL,,,1,32.99,119.99,0,AMERICAN INTERNATIONAL,,
ROCKFORD,PUNCH 5.25IN COAX,P152,STANDARD,SPEAKER,,,1,56,119.99,1,ROCKFORD,,
ROCKFORD,5.25IN COMPONENT,P152S,STANDARD,SPEAKER,,,1,110,199.99,0,ROCKFORD,,
ROCKFORD,"6.5"" PUNCH SPEAKERS",P1650,STANDARD,SPEAKER,,,1,50,119.99,0,ROCKFORD,,
ROCKFORD," 2 WAY 6.5"" COAX",P1675,STANDARD,SPEAKER,,6.5,1,50,129.99,1,ROCKFORD,,
ROCKFORD,6.75 CMP,P1675S,STANDARD,SPEAKER,,,1,111,199.99,2,ROCKFORD,,
ROCKFORD,6X8 COAX,P1683,STANDARD,SPEAKER,,,1,56,159.99,2,ROCKFORD,,
PAC,STINGER 0 GAUGE KIT,SS2400XS,STANDARD,INSTALL,,,1,118.91,219.99,0,STINGER SOLUTIONS,,
STINGER,STINGER 0 TO 4 DISTRIBUTION,SSDB024,STANDARD,INSTALL,,,1,9.28,24.99,3,AMERICAN INTERNATIONAL,,
ROCKFORD,6X9 COAXIAL,P1694,STANDARD,SPEAKER,,,1,75,159.99,2,ROCKFORD,,
ROCKFORD,P1 GRILL,P1G12,STANDARD,ACCESSORIES,,,1,13,21.99,0,ROCKFORD,,
STINGER,STINGER ANL FUSE HOLDER,SSFANLW,STANDARD,INSTALL,,,1,16,34.99,3,AMERICAN INTERNATIONAL,,
STINGER,STINGER MIDI FUSE BLOCK,SSFDB024,STANDARD,INSTALL,,,1,14.12,34.99,0,AMERICAN INTERNATIONAL,,
PAC,0 T 4 GA ADAPTER,SSGA104,STANDARD,INSTALL,,,1,3.89,9.99,1,STINGER SOLUTIONS,,
PAC,4 TO 8GA ADAPTER,SSGA48,STANDARD,INSTALL,,,1,3.16,9.99,6,STINGER SOLUTIONS,,
STINGER,STINGER SELECT 17FT RCA,SSIB17,STANDARD,INSTALL,,,1,2.5,11.99,2,AMERICAN INTERNATIONAL,,
ROCKFORD,P1 GRLL,P1G15,STANDARD,INSTALL,,,1,17,27.99,2,ROCKFORD,,
ROCKFORD,PUNCH P1 2OHM,P1S212,STANDARD,SUB,,,1,66,119.99,0,ROCKFORD,,
STINGER,STINGER SELECT 6FT RCA,SSPRCA6,STANDARD,INSTALL,,,1,2.75,9.99,5,AMERICAN INTERNATIONAL,,
ROCKFORD,PUNCH 1-10 IN WOOFER,P1S410,STANDARD,SUB,,,1,61,109.99,0,ROCKFORD,,
ROCKFORD,PUNCH 1-12 IN WOOFER,P1S412,STANDARD,SUB,,,1,66,139.99,3,ROCKFORD,,
ROCKFORD,PUNCH 1-15 IN WOOFER,P1S415,STANDARD,SUB,,,1,90,179.99,0,ROCKFORD,,
SUNDOWN,SUNDOWN 0 GAUGE WIRING KIT,SUNDOWN0KIT,STANDARD,INSTALL,,,1,138,279.99,0,SUNDOWN,,
ROCKFORD,PUNCH STAGE 1-8IN SUB,P1S48,STANDARD,SUB,,,1,47,89.99,0,ROCKFORD,,
PAC,TOYOTA AVALON KIT,TA2085B,STANDARD,INSTALL,,,1,13,39.99,0,AMERICAN INTERNATIONAL,,
ROCKFORD,TWEET,P1TS,STANDARD,SPEAKER,,,1,45,99.99,1,ROCKFORD,,
ROCKFORD,P2 LOADED BOX,P22X12,STANDARD,SUB,,,1,0,499.99,1,ROCKFORD,,
ROCKFORD,PUNCH 2-12 IN WOOFER,P2D410,STANDARD,SUB,,,1,91,159.99,0,ROCKFORD,,
ROCKFORD,PUNCH 2-12 IN WOOFER,P2D412,STANDARD,SUB,,,1,96,189.99,-3,ROCKFORD,,
VIPER,DODGE CHRYSLER DEI HARNESS,THCHN1,STANDARD,INSTALL,,,1,14.46,79.99,3,DEI,,
VIPER,FORD REMOTE START HARNESS,THFON1,STANDARD,INSTALL,,,1,29.03,99.99,1,DIRECTED,,
VIPER,FORD REMOTE START HARNESS,THFON2,STANDARD,INSTALL,,,1,29.03,99.99,0,DIRECTED,,
VIPER,GM REMOTE START HARNESS,THGMN2,STANDARD,INSTALL,,,1,22.49,79.99,1,DIRECTED,,
VIPER,GM REMOTE START HARNESS,THGMN5,STANDARD,INSTALL,,,1,47.74,119.99,2,DIRECTED,,
VIPER,T-HARNESS FOR HONDA,THHON3,STANDARD,INSTALL,,,1,16.49,79.99,3,DEI,,
VIPER,T-HARNESS ACURA AND HONDA,THHON4,STANDARD,INSTALL,,,1,16.49,79.99,-1,AUDIOVOX,,
VIPER,HONDA DIRECTED T-HARNESS,THHON5,STANDARD,INSTALL,,,1,25,79.99,1,AUDIOVOX,,
VIPER,T-HARNESS DS4 ACURA HONDA,THHON6,STANDARD,INSTALL,,,1,29.03,99.99,2,DEI,,
VIPER,T-HARNESS DS4 HYUNDAI/KIA,THHYN4,STANDARD,INSTALL,,,1,29.61,99.99,2,DEI,,
VIPER,DEI NISSAN/ INFINITI HARNESS,THNIN3,STANDARD,INSTALL,,,1,29.61,99.99,2,DEI,,
VIPER,T-HARNESS INFINITI AND NISSAN,THNIN4,STANDARD,INSTALL,,,1,16.49,79.99,1,AUDIOVOX,,
VIPER,T-HARNESS INFINITI AND NISSAN,THNIN6,STANDARD,INSTALL,,,1,16.49,79.99,3,AUDIOVOX,,
VIPER,TOYOTA REMOTE START HARNESS,THTON6,STANDARD,INSTALL,,,1,30,79.99,2,,,
VIPER,T-HARNESS LEXUS AND TOYOTA,THTON7,STANDARD,INSTALL,,,1,29.99,99.99,1,AUDIOVOX,,
VIPER,T-HARNESS TOYOTA AND SCION,THTON9,STANDARD,INSTALL,,,1,29.99,99.99,3,AUDIOVOX,,
PAC,TOY COROL 14-16 SING/DDIN KIT,TOYK951MG,STANDARD,INSTALL,,,1,25.1,79.99,1,STINGER SOLUTIONS,,
PAC,AI TOYOTA KIT,TOYK975,STANDARD,INSTALL,,,1,4,19.99,1,STINGER SOLUTIONS,,
ROCKFORD,PUNCH 2-15 IN WOOFER,P2D415,STANDARD,SUB,,,1,146,279.99,2,ROCKFORD,,
ROCKFORD,P2 GRILL,P2P3G12,STANDARD,ACCESSORIES,,,1,13,24.99,0,ROCKFORD,,
PAC,TOYOTA CAMRY 2012-14 KIT,TOYK981,STANDARD,INSTALL,,,1,20.18,69.99,1,STINGER SOLUTIONS,,
PAC,PAC VIDEO BYPASS,TR1,STANDARD,INSTALL,,,1,5.97,24.99,0,AMERICAN INTERNATIONAL,,
ROCKFORD,"15"" GRILL",P2P3G15,STANDARD,SUB,,,1,17,27.99,0,ROCKFORD,,
REMOTE,REMOTE FACTRY,TRUNKLOC,STANDARD,INSTALL,,,1,15,39.99,0,WHOLESALE HOUSE,,
PAC,TOYOTA SPEAKER ADAPTER 2002-13,TSB910,STANDARD,INSTALL,,,1,12.05,34.99,1,STINGER SOLUTIONS,,
PAC,TOYOTA SPEAKER ADAPTERS,TSB920,STANDARD,INSTALL,,,1,6.8,39.99,2,STINGER SOLUTIONS,,
PAC,TOYOTA AMP AND STEERING WHEEL,TY1ARS,STANDARD,INSTALL,,,1,135,249.99,0,STINGER SOLUTIONS,,
PIONEER,"PIONEER SLIM 12"" BOX",UDSW300D,STANDARD,INSTALL,,,1,45,99.99,0,PIONEER,,
ROCKFORD,PUNCH 300.1 AMP,P3001,STANDARD,AMP,,,1,150,249.99,0,ROCKFORD,,
PAC,"AI 4X10 ADAP 2- 3.5""",USB80,STANDARD,INSTALL,,,1,4,19.99,1,STINGER SOLUTIONS,,
PAC,USB MOUNT ADAPTER,USBDMA1,STANDARD,INSTALL,,,1,7.19,24.99,1,STINGER SOLUTIONS,,
PAC,GM USB PORT RETENTION,USBGM1,STANDARD,INSTALL,,,1,6.15,24.99,0,STINGER SOLUTIONS,,
ROCKFORD,FOSGATE PUNCH LOADED/W AMP,P30012,STANDARD,SUB,,,1,186,349.99,-1,ROCKFORD,,
T-SPEC,T-SPEC 17' RCA'S,V6R17,STANDARD,INSTALL,,,1,3.11,12.99,0,SANTA FE,,
ROCKFORD,SUB PACKAGE,P30012T,STANDARD,AMP,,,1,239,389.99,0,ROCKFORD,,
ROCKFORD,"8"" LOADED SUB AND AMP",P3008P,STANDARD,AMP,,,1,191,309.99,1,ROCKFORD,,
ROCKFORD,"P3 SINGLE 12"" BOX",P31X12,STANDARD,SUB,,,1,208,329.99,-1,ROCKFORD,,
ROCKFORD,"P3 DUAL 12"" BOX",P32X12,STANDARD,SUB,,,1,378,599.99,0,ROCKFORD,,
ROCKFORD,P3 4OHM,P3D412,STANDARD,SUB,,,1,144,269.99,2,ROCKFORD,,
VIPER,DIRECTED OBD TRACKER,VCM550,STANDARD,INSTALL,,,1,110,199.99,0,DIRECTED,,
ROCKFORD,P3,P3D415,STANDARD,SUB,,,1,186,339.99,2,ROCKFORD,,
ROCKFORD,P3 LOADED,P3LS12,STANDARD,SUB,,,1,165,299.99,0,ROCKFORD,,
ROCKFORD,P3 SHALLOW LOADED ENCLOSURE,P3S1X12,STANDARD,SUB,,,1,185,299.99,0,ROCKFORD,,
ROCKFORD,SHALLOW 3-10 IN WOOFE,P3SD410,STANDARD,SUB,,,1,119,199.99,0,ROCKFORD,,
ROCKFORD,SHALLOW 3-12 IN WOOF,P3SD412,STANDARD,SUB,,,1,126,219.99,2,ROCKFORD,,
ROCKFORD,PUNCH,P400X4,STANDARD,AMP,,,1,209.99,349.99,1,ROCKFORD,,
ROCKFORD,LOADED SUB,P50012P,STANDARD,SUB,,,1,259,419.99,0,ROCKFORD,,
ROCKFORD,PUNCH 500X1,P500X1BD,STANDARD,AMP,,,1,239.99,399.99,-1,ROCKFORD,,
PLANET AUDIO,PLANET AUDIO ANDROID AUTO,P70CPAC,STANDARD,HEAD UNIT,,,1,79,199.99,0,,,
ROCKFORD,BOOSTED RAIL,PBR300X1,STANDARD,AMP,,,1,150,249.99,1,ROCKFORD,,
ROCKFORD,4CH BOOSTED  RAIL AMP,PBR300X4,STANDARD,AMP,,,1,137,249.99,0,ROCKFORD,,
PAC,METRA DODGE CHRYSLER SWC,WMCH13SWC,STANDARD,INSTALL,,,1,50,149.99,3,STINGER SOLUTIONS,,
ROCKFORD,BOOSTED RAIL AMP 4CH,PBR400X4D,STANDARD,AMP,,,1,212,309.99,1,ROCKFORD,,
PAC,METRA HARNESS SWC RET,WMGM11SWC,STANDARD,INSTALL,,,1,40,149.99,3,STINGER SOLUTIONS,,
ROCKFORD,BOOSTED RAIL AMP,PBR500X1,STANDARD,AMP,,,1,220,399.99,1,ROCKFORD,,
POWER ACOUSTIK,POWER ACUSTIC FLIPOUT,PD721B,STANDARD,VIDEO,,,1,117,229.99,0,SANTA FE,,
