Make;Model;Class;Category;Description;On Hand;Availble;On Order;Committed;Defective;Sold this Year;Barcode SKU;Cost;Retail
KENWOOD;KFCX3C;SPKR;COAX;KENWOOD 3.5 MID RANGE;1;1;0;0;0;21;019048227072;$50.00;$99.99
KENWOOD;KFCX2C;SPKR;COAX;KENWOOD 2.75 MID RANGE;2;2;0;0;0;11;019048227089;$50.00;$99.99
KENWOOD;KFCX183C;SPKR;COAX;KENWOOD 7 SPEAKER 2-WAY;1;1;0;0;0;1;019048193360;$85.00;$169.99
KENWOOD;KFCX175;SPKR;COAX;eXcelon 6.5 Coaxial Speaker;7;7;0;0;0;4;;$75.00;$149.99
KENWOOD;KFCX135;SPKR;COAX;eXcelon 5.25 Coaxial Speaker;0;0;0;0;0;;;$75.00;$149.99
KENWOOD;KFCP710PS;SPKR;CMP;KENWOOD 6.5 COMPONENT;3;3;0;0;0;17;019048216960;$90.00;$179.99
KENWOOD;KFCC6866S;SPKR;COAX;6x8 2-Way Speaker, 250W Max Power;1;1;0;0;0;5;019048223074;$45.00;$89.99
KENWOOD;KFC6966S;SPKR;COAX;6 x 9 3-Way Speaker;5;5;0;0;0;27;019048223104;$45.00;$99.99
KENWOOD;KFC1666S;SPKR;COAX;6-1/2 2-way Speaker, 300W Max Power;5;5;0;0;0;53;019048222879;$30.00;$69.99
KENWOOD;KFC1653MRW;MARINE;SPKR;KENWOOD MARINE 6.5 2-WAY;3;3;0;0;0;1;019048210340;$75.00;$149.99
KENWOOD;KDCX705;RADIO;CD;CD / BT /USB/ ALEXA / 3-RCA 5V;1;1;0;0;0;-1;019048233806;$165.00;$229.99
KENWOOD;KDCX305;RADIO;CD;CD / BT /USB/ ALEXA / 3-RCA 5V;4;4;0;0;0;38;019048233646;$144.00;$199.99
ALPINE;KCU461IV;ACCESSORY;;ALPINE IPOD CABLE AV;1;1;0;0;0;;;$18.00;$39.99
KENWOOD;KCARC55MR;MARINE;RADIO;KENWOOD MARINE LCD REMOTE;0;0;0;0;0;;019048198471;$108.00;$179.99
KENWOOD;KCARC35MR;MARINE;ACCESSORY;KENWOOD MARINE REMOTE;1;1;0;0;0;1;019048198464;$66.00;$109.99
KENWOOD;KCAMH100;ACCESSORY;;KENWOOD / JVC  MHL CABLE;1;1;0;0;0;;019048206749;$24.50;$29.99
KENWOOD;KCAIP302;ACCESSORY;;KENWOOD IPOD CABLE;1;1;0;0;0;;;$30.00;$49.99
KENWOOD;KCAIP202;ACCESSORY;;KENWOOD & PIONEER IPOD CABLE;1;1;0;0;0;;019048193254;$24.50;$29.99
KENWOOD;KCAHD200;ACCESSORY;2DIN;HDMI (Type-A) to micro HDMI (Type-D) Cab;2;2;0;0;0;;;$45.00;$79.99
KENWOOD;KB2016;ACCESSORY;MIC;KENWOOD BLUETOOTH MIC;2;2;0;0;0;9;;$15.00;$29.99
KENWOOD;KACM5024BT;MARINE;AMP;Compact Bluetooth 4-Ch Marine Amp;1;1;0;0;0;;;$252.00;$419.99
JVC;JVC16009;HARNESS;STANDARD;JVC 2009-UP HARNESS;0;0;0;0;0;2;;$1.69;$19.99
PAC;JSB446;DASH KIT;STANDARD;SPEAKER ADAPTER 4/4X6 JEEP;1;1;0;0;0;;012339004468;$7.00;$29.99
METRA;JP1019;ACCESSORY;ADAPTER;Soundbar Adapter Jeep® Wrangler and Glad;2;2;0;0;0;-1;086429437337;$104.59;$184.99
METRA;JP1016;ACCESSORY;ADAPTER;Jeep Overhead Soundbar Adapter 6 x 9;1;1;0;0;0;1;086429425679;$59.06;$94.99
METRA;JP1015;ACCESSORY;ADAPTER;Jeep WranJL/Gladia Roll Bar 6.5 Adapter;1;1;0;0;0;3;086429406142;$100.76;$144.99
METRA;JP1014;ACCESSORY;ADAPTER;WranglerJL 2018+ Gladiator 2020+ 6.5 Pod;1;1;0;0;0;5;086429394333;$47.45;$79.99
JENSEN;JLINKUSB;ACCESSORY;;JENSEN / PHASE IPOD CABLE;2;2;0;0;0;;043258304551;$18.00;$39.99
LINKSWELL;JDCAMADPT19;HARNESS;CAM;2018-2021 Jeep JL/2019 RAM CAM ADAPTER;1;1;0;0;0;;;$105.00;$189.99
JL AUDIO;JD5001;AMP;MONO;Monoblock Class-D 500W RMS Amplifier;2;2;0;0;0;4;699440983624;$182.00;$279.99
JL AUDIO;JD4004;AMP;4CH;4 Ch. Class D Full-Range Amplifier, 400W;2;2;0;0;0;2;699440983617;$182.00;$279.99
JL AUDIO;JD10001;AMP;MONO;Monoblock Class-D 1000W RMS Amplifier;5;5;0;0;0;7;699440983631;$260.00;$399.99
JBL;JBLPWSRALLYBAR;ATV;SPKR;21 Powersports Rallybar with LED;2;2;0;0;0;;050036395694;$400.00;$799.99
JBL;JBLBASSPROHUBAM;ENCLOSURE;POWERED;11  Fiberglass Woofer Cone With Rubber;1;1;0;0;0;1;;$260.75;$499.99
JENSEN;J6520;SPKR;COAX;6.5 Coaxial 2-way Speakers;2;2;0;0;0;2;;$21.00;$59.99
STINGER;IX210;SCREEN;TESLA;10.1 WIRELESS CP/AA FLOATING M-MEDIA;0;0;0;0;0;;609098906531;$999.70;$1,199.00
PAC;IWH990;HARNESS;STANDARD;HARNESS UNIVERSAL IMPORTS;7;7;0;0;0;;;$2.00;$21.99
SCOSCHE;ITCFD05B;DASH KIT;ADV;DASH KIT MUSTANG 15-UP W/4.2;0;0;0;0;0;;;$301.00;$499.99
SCOSCHE;ITCFD01B;DASH KIT;ADV;DASH KIT MUSTANG 2010-2014;1;1;0;0;0;1;;$190.00;$399.99
SCOSCHE;ITCCR07B;DASH KIT;ADV;2015-20 Dodge Charger KIT/ HARNESS;1;1;0;0;0;;;$280.00;$449.99
SCOSCHE;ITCCR06B;DASH KIT;ADV;2015-UP DODGE CHALENGER KIT/HARNESS;1;1;0;0;0;0;;$280.00;$449.99
FOCAL;ISU570;SPKR;CMP;5 X 7  2-Way Component Kit, Rms: 60W -;2;2;0;0;0;5;044476052248;$195.00;$389.99
FOCAL;ISTOY690;SPKR;CMP;2-Way 6 X 9 Component Kit For Toyota;1;1;0;0;0;3;3544054750711;$220.00;$439.99
FOCAL;ISTOY165TWU;SPKR;CMP;2-Way 6.5 Component Kit for Toyota;2;2;0;0;0;-2;;$200.00;$399.99
ISIMPLE;ISMJ73BK;ACCESSORY;;ISIMPLE 3.5MM AUX EXTENSION;0;0;0;0;0;;;$5.00;$17.99
ISIMPLE;ISMJ214B;ACCESSORY;;ISIMPLE 3.5MM TO RCA;0;0;0;0;0;3;;$6.00;$17.99
FOCAL;ISFORD690;SPKR;CMP;2-Way 6X9 Component Kit For Ford;1;1;0;0;0;4;044476130793;$220.00;$439.99
FOCAL;ISFORD165;SPKR;CMP;2-Way 6.5 Component Kit For Ford;2;2;0;0;0;;044476112669;$220.00;$389.99
ISIMPLE;ISFM2381;ACCESSORY;;ISIMPLE BT W/AUDIO STREAMING;1;1;0;0;0;4;609098829595;$165.74;$219.99
ISIMPLE;ISFM2351;ACCESSORY;;BLUETOOTH HANDS FREE KIT W/AUDIO;0;0;0;0;0;6;609098812573;$111.68;$189.99
ISIMPLE;IS335;ACCESSORY;;ISIMPLE AUX INPUT ADAPTER;0;0;0;0;0;2;609098801522;$20.17;$24.99
ISIMPLE;IS32;ACCESSORY;;ISIMPLE AUX KIT AND USB;1;1;0;0;0;2;609098803236;$50.00;$99.99
ISIMPLE;IS31;ACCESSORY;;ISIMPLE FM MODLATOR;1;1;0;0;0;;;$21.00;$49.99
INFINITY;INFPWSKP3002AAM;AMP;4CH;MOTOR SPORT 150W X 2-CH @ 2-OHM;1;1;0;0;0;1;050036395366;$175.00;$349.99
ALPINE;ILXW670;SCREEN;2DIN;Alpine  7 Shallow-Chassis Digit;3;2;0;1;0;-1;793276085566;$217.00;$299.99
ALPINE;ILXF511;SCREEN;1DIN;11 Apple Carplay/Android Auto;0;0;0;0;0;1;793276084361;$932.00;$1,399.95
ALPINE;ILXF509;SCREEN;1DIN;Halo Media Player 1-Din w/ Carplay & AA;2;2;0;0;0;2;793276084378;$786.00;$1,199.95
PAC;IGN3;HARNESS;ADV;Ignition Module For CAN-BUS Vehicles;2;2;0;0;0;0;609098829359;$19.28;$39.99
PAC;IGN1;ACCESSORY;;PAC IGNITION POWER MODULE;0;0;0;0;0;2;;$16.00;$39.99
FOCAL;ICTOY165;SPKR;COAX;2-Way 6.5 Coaxial Kit For Toyota;1;1;0;0;0;3;044476112652;$195.00;$389.99
FOCAL;ICFORD690;SPKR;COAX;2-Way 6X9 Coaxial Kit For Ford;3;3;0;0;0;-1;044476112621;$175.00;$349.99
FOCAL;ICFORD165;SPKR;COAX;2-Way 6.5 Coaxial Kit For Ford;1;1;0;0;0;4;044476052224;$195.00;$389.99
POWER ACOUSTIK;IC2;ACCESSORY;;POWER ACOUSTIK IPOD CABLE;2;2;0;0;0;0;;$25.00;$49.99
INSTALLBAY;IBWTH12;HARNESS;STANDARD;Water Resistant Connectors 12 Gauge - Ea;2;2;0;0;0;6;086429363919;$2.20;$14.99
INSTALLBAY;IBR93;ACCESSORY;ELEC;Voltmeter with Current Blue LED Round;1;1;0;0;0;1;086429358564;$15.00;$29.99
INSTALLBAY;IBR85;ACCESSORY;CHARGER;Dual USB Charger 4.2 Amp Flush Mount - R;2;2;0;0;0;2;086429351664;$12.00;$29.99
INSTALLBAY;IBR52;ACCESSORY;FUSE HOLDER;ANL/MANL FUSE HOLDER - NICKEL;11;11;6;0;0;124;086429302871;$8.00;$29.99
INSTALLBAY;IBR51;ACCESSORY;FUSE HOLDER;MINI ANL FUSE HOLDER;4;4;0;0;0;49;086429302864;$3.00;$21.99
METRA;IBR136;ACCESSORY;ADAPTER;USB A 3.0 Female To USB A Male 3.0 1 Ft.;4;3;0;1;0;32;086429430758;$5.00;$24.99
METRA;IBR135;ACCESSORY;ADAPTER;USB Type C Male To USB A Female 3.0 1 Ft;2;2;0;0;0;2;086429430741;$6.50;$24.99
MISC;IBMS150;ACCESSORY;;MAGNETIC SWITCH;2;2;0;0;0;;;$3.89;$24.99
AXXESS;IBLR360;ACCESSORY;RESISTOR;60 Ohm Load Resistor - pair;2;2;0;0;0;; 086429404230;$16.00;$34.99
AXXESS;IBLR220;ACCESSORY;RESISTOR;20 Ohm Load Resistor - pair;2;2;0;0;0;1;086429404223;$13.00;$29.99
AXXESS;IBLR139;ACCESSORY;RESISTOR;39 Ohm Load Resistor - pair;2;2;0;0;0;; 086429404216;$12.00;$29.99
MISC;IBHS1;ACCESSORY;;SINGLE SEAT HEATER INSTALLED;2;2;0;0;0;;;$50.00;$295.00
ALPINE;I509WRAJL;SCREEN;2DIN;9 JEEP WRANGLER JL/GLADRIATOR JT 2018+;0;0;0;0;0;;793276084392;$1,458.00;$2,399.95
ALPINE;I509WRAJK;SCREEN;2DIN;9 JEEP WRANGLER JK 2011-2018;0;0;0;0;0;;793276084385;$1,338.00;$2,199.95
PAC;HYNK1416;DASH KIT;STANDARD;DASH KIT HYUNDAI 96-06;2;2;0;0;0;1;;$15.77;$29.99
PAC;HYNK1144;DASH KIT;STANDARD;DASH KIT 11-13 ELENTRA;1;1;0;0;0;2;012339011442;$23.97;$39.99
PAC;HYNK1142;DASH KIT;STANDARD;DASH KIT HYUNDAI 07-UP;1;1;0;0;0;1;012339011428;$19.66;$29.99
PAC;HYNK1138;DASH KIT;STANDARD;DASH KIT HYUNDAI SONATA 09-UP;1;1;0;0;0;1;012339011381;$9.62;$29.99
PAC;HYNK1137;DASH KIT;STANDARD;DASH KIT HYUNDAI SONATA 06 DD;1;1;0;0;0;1;012339011374;$26.29;$34.99
PAC;HYNK1136;DASH KIT;STANDARD;DASH KIT HYUNDAI SONATA 06;1;1;0;0;0;1;012339011367;$13.94;$29.99
PAC;HYNK1134;DASH KIT;STANDARD;DASH KIT 07-08 HYUNDAI/ELENTRA;2;2;0;0;0;;012339011343;$10.77;$29.99
PAC;HYNK1132;DASH KIT;STANDARD;DASH KIT 06 AZERA/07 SANTA FE;1;1;0;0;0;;;$7.00;$29.99
PAC;HYNK1130;DASH KIT;STANDARD;DASH KIT HYUNDAI SANTE FE;1;1;0;0;0;2;012339011305;$13.17;$29.99
PAC;HYNK1124;DASH KIT;STANDARD;DASH KIT 05-08 HYUNDAI TUCSON;1;1;0;0;0;;012339011244;$16.11;$29.99
PAC;HYNK1122;DASH KIT;STANDARD;DASH KIT 2-DIN HYN / KIA;1;1;0;0;0;4;012339011220;$13.76;$29.99
PAC;HYNK1120;DASH KIT;STANDARD;DASH KIT HYUNDAI ACCENT 06-08;1;1;0;0;0;2;012339011206;$10.76;$29.99
PAC;HYNK1119;DASH KIT;STANDARD;DASH KIT HYUNDAI /KIA DD;1;1;0;0;0;4;012339011190;$10.17;$29.99
PAC;HYNK1118;DASH KIT;STANDARD;DASH KIT HYUNDAI;1;1;0;0;0;1;012339011183;$10.17;$29.99
PAC;HYNK1116;DASH KIT;STANDARD;DASH KIT HYUNDAI TIBURON;1;1;0;0;0;;012339011169;$14.16;$29.99
PAC;HYNK1114;DASH KIT;STANDARD;DASH KIT HYUNDAI TIBURON 99-02;2;2;0;0;0;;;$6.00;$29.99
PAC;HYNK1112;DASH KIT;STANDARD;DASH KIT SONATA 99-;2;2;0;0;0;;;$8.96;$29.99
PAC;HYNK1110;DASH KIT;STANDARD;DASH KIT HYUNDAI ACCENT 02;1;1;0;0;0;;012339011107;$7.77;$29.99
PAC;HYNK1109;DASH KIT;STANDARD;DASH KIT HYUNDIA ACCENT 00-01;1;1;0;0;0;;012339011091;$7.77;$29.99
SCOSCHE;HY1629B;DASH KIT;ADV;DASH KIT SCOSCHE VERACRUZ;1;1;0;0;0;;;$44.00;$89.99
SCOSCHE;HY1623B;DASH KIT;STANDARD;DASH KIT ELENTRA TOURING;0;0;0;0;0;1;;$8.00;$29.99
SCOSCHE;HY1612B;DASH KIT;STANDARD;DASH KIT HYUNDIA SANTE FE;0;0;0;0;0;;;$9.00;$29.99
METRA;HWH807;HARNESS;STANDARD;Harness Honda;1;1;0;0;0;;;$2.00;$23.99
PAC;HWH1103;HARNESS;STANDARD;HARNESS HYUNDAI / KIA;1;1;0;0;0;;;$1.60;$23.99
PAC;HSB524;ACCESSORY;ADAPTER;6.5 Speaker Adapter Honda 06-11;4;4;0;0;0;17;012339005243;$8.37;$24.99
PAC;HSB518;ACCESSORY;ADAPTER;Honda Speaker Adpaters for 5.25 or 6.5;2;2;0;0;0;3;012339005182;$6.57;$24.99
IDATALINK;HRNRRHO2;HARNESS;ADV;Maestro Honda T-Harness;1;1;0;0;0;;627780002514;$51.00;$79.99
IDATALINK;HRNRRHO1;HARNESS;ADV;IDATA MAESTRO HONDA T-HARNESS;1;1;0;0;0;1;627780001470;$25.00;$59.99
IDATALINK;HRNRRGM4;HARNESS;ADV;IDATA MAESTRO GM T-HARNESS;0;0;0;0;0;1;627780001319;$35.00;$59.99
IDATALINK;HRNRRGM3;HARNESS;ADV;IDATA MAESTRO GM T-HARNESS;2;2;0;0;0;4;627780000671;$50.00;$89.99
IDATALINK;HRNRRFO3;HARNESS;ADV;T-Harness for Select Ford Models;1;1;0;0;0;;;$21.00;$49.99
IDATALINK;HRNRRFO2;HARNESS;ADV;IDATA MAESTRO FORD T-HARNESS;1;1;0;0;0;2;627780006130;$30.00;$59.99
IDATALINK;HRNRRCH2;HARNESS;STANDARD;Plug & Play Harness For Chrysler  Dodge;1;1;0;0;0;-1;627780005294;$32.00;$59.99
IDATALINK;HRNHRRTO3;HARNESS;ADV;T-Harness for 2018+ Toyota Vehicles;1;1;0;0;0;;;$39.00;$79.99
IDATALINK;HRNHRRTO2;HARNESS;ADV;T-Harness for 2012-2021 Toyota Vehicles;1;1;0;0;0;1;;$48.00;$89.99
IDATALINK;HRNHRRSU3;HARNESS;ADV;iDatalink Maestro HRN-HRR-SU3;1;1;0;0;0;;;$40.00;$89.99
IDATALINK;HRNHRRSU2;HARNESS;ADV;Maestro Harness for 2012-21 Subaru;1;1;0;0;0;;627780004198;$42.75;$99.99
IDATALINK;HRNHRRHK3;HARNESS;ADV;T-harness 2015 up Hyundai and Kia;1;1;0;0;0;;;$45.00;$89.99
IDATALINK;HRNHRRGM5;HARNESS;ADV;iDatalink Maestro  GM T-HAR;1;1;0;0;0;;;$53.00;$89.99
IDATALINK;HRNHRRCH3;HARNESS;ADV;T-Harness for 2013+ Chrysler, Dodge, Jee;2;2;0;0;0;3;;$39.00;$79.99
IDATALINK;HRNHRRCH1;HARNESS;ADV;;1;1;0;0;0;;627780003986;$23.75;$49.99
IDATALINK;HRNAVCH1;HARNESS;CAM;IDATA MEASTRO AV / CAMERA;0;0;0;0;0;;627780005485;$22.00;$43.99
IDATALINK;HRNARTO2;HARNESS;STANDARD;MAESTRO AMP HARNESS DSR1;1;1;1;0;0;;627780002545;$23.00;$49.99
IDATALINK;HRNARLI1;HARNESS;ADV;IDATA MAESTRO FORD T-HARNESS;1;1;0;0;0;;;$40.00;$69.99
IDATALINK;HRNARFO3;HARNESS;ADV;iDatalink Maestro HRN-AR-FO3;0;0;0;0;0;;;$30.00;$66.99
IDATALINK;HRNARFO2;HARNESS;ADV;MAESTRO AMP HARNESS DSR1;1;1;1;0;0;;627780001494;$35.00;$66.99
IDATALINK;HRNARCH4;HARNESS;ADV;MAESTRO AMP HARNESS DSR1;2;2;1;0;0;;627780002354;$35.00;$66.99
IDATALINK;HRNARCH2;HARNESS;STANDARD;MAESTRO AMP HARNESS DSR1;1;1;1;0;0;;627780001456;$22.00;$59.99
LABOR;HRM;LABOR;VIDEO;HEADREST MONITOR;0;0;0;0;0;;;$0.00;$350.00
PAC;HONK854L;DASH KIT;ADV;DASH KIT HONDA TAUPE;1;1;0;0;0;;012339085429;$42.00;$89.99
PAC;HONK854D;DASH KIT;ADV;DASH KIT HONDA  1&2 DIN;1;1;0;0;0;;012339085412;$65.95;$89.99
PAC;HONK852L;DASH KIT;ADV;DASH KIT ACCORD 08-12 DUAL AC;1;1;0;0;0;1;012339085221;$48.58;$89.99
PAC;HONK852D;DASH KIT;ADV;DASH KIT ACCORD 08-12;1;1;0;0;0;5;012339085214;$48.58;$89.99
PAC;HONK850GB;DASH KIT;STANDARD;DASH KIT HONDA FIT 2015-UP;1;1;0;0;0;;012339008503;$27.57;$49.99
PAC;HONK848S;DASH KIT;ADV;DASH KIT HONDA FIT 09-13;1;1;0;0;0;;012339084811;$23.97;$59.99
PAC;HONK842GB;DASH KIT;STANDARD;DASH KIT HONDA CIVIC 16-UP;1;1;0;0;0;2;012339008428;$23.97;$49.99
PAC;HONK840;DASH KIT;STANDARD;DASH KIT HONDA CIVIC 12-UP;1;1;0;0;0;1;012339008400;$34.76;$44.99
PAC;HONK839;DASH KIT;STANDARD;DASH KIT HONDA CIVIC;1;1;0;0;0;;;$15.00;$39.99
PAC;HONK838L;DASH KIT;ADV;DASH KIT HONDA CIVIC 06-UP;1;1;0;0;0;;012339083821;$32.96;$59.99
PAC;HONK838D;DASH KIT;ADV;Honda Civic Kit 06-11 Gun Metallic;1;1;0;0;0;3;012339083814;$32.96;$59.99
PAC;HONK837;DASH KIT;STANDARD;DASH KIT HONDA CIVIC 1-Din;1;1;0;0;0;;012339008374;$34.76;$59.99
PAC;HONK836;DASH KIT;STANDARD;DASH KIT HONDA Ridgeline;1;1;0;0;0;5;012339008367;$30.11;$49.99
PAC;HONK835;DASH KIT;STANDARD;DASH KIT HONDA ODYSSEY;1;1;0;0;0;;012339008350;$17.37;$29.99
PAC;HONK834;DASH KIT;STANDARD;DASH KIT 07-08 HON ELE/DBLDIN;1;1;0;0;0;;012339008343;$10.17;$29.99
PAC;HONK832;DASH KIT;STANDARD;DASH KIT 07-08 HONDA ELEMENT;1;1;0;0;0;;012339008329;$11.13;$29.99
PAC;HONK831;DASH KIT;STANDARD;DASH  KIT HONDA 2-DIN;1;1;0;0;0;1;012339008312;$10.17;$29.99
PAC;HONK830;DASH KIT;STANDARD;DASH KIT HONDA 2-DIN;1;1;0;0;0;4;012339008305;$15.84;$29.99
PAC;HONK828;DASH KIT;STANDARD;DASH KIT 86-UP HONDA/ACURA;0;0;0;0;0;13;012339008282;$14.71;$29.99
PAC;HONK825H;DASH KIT;ADV;DASH KIT ACCORD CONSOLE 2-DIN;1;1;0;0;0;2;012339008251;$26.37;$59.99
PAC;HONK823H;DASH KIT;ADV;DASH KIT ACCORD 03-06;1;1;0;0;0;5;012339008237;$20.96;$59.99
PAC;HONK819;DASH KIT;STANDARD;DASH KIT 12-14 HONDA CRV;1;1;0;0;0;2;012339008190;$20.96;$29.99
PAC;HONK817;DASH KIT;STANDARD;DASH KIT 07-11 HONDA/CRV;1;1;0;0;0;2;012339008176;$15.56;$29.99
PAC;HONK814;DASH KIT;STANDARD;DASH KIT 03 / HONDA PILOT;1;1;0;0;0;;012339008145;$10.17;$29.99
BEST KIT;HONK813;DASH KIT;STANDARD;2016 - 2021 HONDA HR-V;0;0;0;0;0;;;$26.37;$39.99
PAC;HONK810;DASH KIT;STANDARD;DASH KIT 01-05 H CIVIC D-DIN;1;1;0;0;0;3;012339008107;$8.97;$29.99
PAC;HONK809;DASH KIT;STANDARD;DASH KIT 01-UP CIVIC;1;1;0;0;0;3;012339008091;$10.17;$29.99
PAC;HONK808;DASH KIT;STANDARD;DASH KIT 96-UP CIVIC;1;1;0;0;0;1;012339008084;$5.98;$29.99
JL AUDIO;HO112W6V3;ENCLOSURE;LOADED;H.O Wedge(TM)-One 12W6v3-D4-Ported;1;1;0;0;0;1;699440933155;$720.00;$1,199.99
JL AUDIO;HO112RW7AE;ENCLOSURE;LOADED;H.O Wedge(TM)-One 12W7AE-3 Ported/Built;0;0;0;0;0;2;699440932769;$1,140.00;$1,899.99
JL AUDIO;HO112RGW3V3;ENCLOSURE;LOADED;H.O Wedge(TM)-One 12W3v3-Ported/Built in;0;0;0;0;0;;699440931366;$480.00;$799.99
LABOR;HLC;LABOR;LOC;HI-LO CONVERTER;100;96;0;4;0;;;$0.00;$95.00
PAC;HKSB110;ACCESSORY;ADAPTER;Hyundai/Kia 6.5/6.75 Speaker Adapter;0;0;0;0;0;2;012339001108;$11.40;$24.99
LABOR;HID;LABOR;;HID OR LED KIT;0;0;0;0;0;;;$0.00;$95.00
HEISE;HECLLBK;LIGHTS;LED;HEISE 3X3 CUBE BLACK COVER;2;2;0;0;0;;;$4.00;$8.99
HEISE;HECL3;LIGHTS;LED;HEISE 3X3 CUBE 6-LED;2;2;0;0;0;;;$42.00;$79.99
SCOSCHE;HDWS1B;DASH KIT;STANDARD;SCOSCHE HARLEY 96-13 CD COVER;0;0;0;0;0;1;;$15.00;$29.99
JL AUDIO;HDRLC;ACCESSORY;KNOB;Remote Level Control for HD Amplifiers;1;1;0;0;0;1;699440981187;$33.00;$54.99
MISC;HDMI;ACCESSORY;;HDMI CABLE 4 FEET;5;5;0;0;0;;;$6.00;$17.99
SCOSCHE;HDK001X;DASH KIT;ADV;DASH KIT / SWC HARLEY-DAVIDSON;0;0;0;0;0;5;609098817660;$75.00;$159.99
SOUNDSTREAM;HDHU14SI;MOTORCYCLE;RADIO; 2014-up Harley-Davidson Carplay/Andriod;0;0;0;0;0;;;$686.00;$995.00
LABOR;HD3;LABOR;SYSTEM;Harley-Davidson STAGE -3 KIT / FLASH;100;100;0;0;0;;;;$595.00
LABOR;HD2;LABOR;SYSTEM;Harley-Davidson STAGE -2 KIT / FLASH;200;200;0;0;0;;;;$450.00
SCOSCHE;HD14UDDBN;DASH KIT;ADV;SCOSCHE HARLEY DASH KIT 14-UP;2;2;0;0;0;;;$90.00;$179.99
SCOSCHE;HD14UBN;DASH KIT;ADV;SCOSCHE HARLEY 14-UP SWC/DIN;1;1;0;0;0;;;$115.00;$179.99
ROCKFORD;HD14STG3;MOTORCYCLE;KIT;HARLEY ROAD/STREET KIT 2014-UP;0;0;0;0;0;;780687362492;$1,250.00;$2,099.99
ROCKFORD;HD14STG2;MOTORCYCLE;KIT;HARLEY ROAD/STREET KIT 2014-UP;3;3;0;0;0;7;780687362485;$858.00;$1,449.99
ROCKFORD;HD14SBSUB;MOTORCYCLE;KIT;2014+ Harley Dual 10 Saddlebag Sub Kit;0;0;0;0;0;1;780687359669;$1,490.00;$2,499.99
LABOR;HD1;LABOR;;Harley-Davidson Stereo/Handlebar Control;50;50;0;0;0;;;;$295.00
BEST KIT;HA300;ANTENNA;EXTENSION;Universal Hideaway powered Antenna;4;3;0;1;0;11;012339803016;$19.50;$39.99
SCOSCHE;HA1558B;DASH KIT;ADV;DASHKIT HONDA FIT 07-08;1;1;0;0;0;;;$30.00;$59.99
HID;H4BI6KHL;LIGHTS;HID;HID HI/LOW  H4/NO WARRANTY;1;1;0;0;0;;;$60.00;$149.99
HID;H440W;LIGHTS;HID;HID H-4 LED NO WARRANTY;0;0;0;0;0;;;$80.00;$149.99
HID;H13BI6KHL;LIGHTS;HID;HID HI/LOW  H13/NO WARRANTY;3;3;0;0;0;;;$60.00;$149.99
HID;H116K;LIGHTS;HID;HID  KIT NO WARRANTY;2;2;0;0;0;;;$40.00;$99.99
HID;H1040W;LIGHTS;HID;HID LED 30-DAYS  WARRANTY;1;1;0;0;0;;;$80.00;$149.99
ECHOMASTER;GXE15;SAFETY;CAM;GX STYLE 49FT EXTENSION LEAD;2;2;0;0;0;;609098834506;$16.00;$49.99
PAC;GWH406HK;HARNESS;HARNESS;HARNESS 06-UP HARMON KARDON;5;5;0;0;0;2;;$3.50;$21.99
PAC;GWH404;HARNESS;STANDARD;HARNESS 04-UP GM;1;1;0;0;0;;012339804044;$2.89;$21.99
RAPTOR;GW15BK;SUB;GRILLE;GRILL 15 PAIR/ CLAMPS;3;3;0;0;0;;;$8.00;$24.99
RAPTOR;GW12BK;SUB;GRILLE;GRILL 12 PAIR/ CLAMPS;1;1;0;0;0;;;$5.00;$21.99
RAPTOR;GW10BK;SUB;GRILLE;GRILL 10 PAIR/ CLAMPS;0;0;0;0;0;1;;$4.50;$19.99
SUNDOWN AUDIO;GTR1;SPKR;TWT;Sundown Audio GTR1 Super Tweeter, 100;2;2;0;0;0;16;;$33.00;$69.99
LABOR;GPSR;LABOR;GPS;GPS TRACKING UN-INSTALL;0;0;0;0;0;;;$0.00;$50.00
LABOR;GPS;LABOR;GPS;GPS TRACKING INSTALLATION;0;0;0;0;0;;;$0.00;$75.00
PAC;GMSB356;ACCESSORY;ADAPTER;SPEAKER ADAPTER GM 06-12;11;9;0;2;0;122;012339356000;$6.57;$24.99
PAC;GMSB321;ACCESSORY;ADAPTER;SPEAKER ADAPTER 10-15 CAMARO;1;1;0;0;0;7;012339003218;$16.17;$29.99
PAC;GMSB306;ACCESSORY;ADAPTER;SPEAKER ADAPTER 2014-UP GM;2;2;0;0;0;8;012339306005;$17.37;$34.99
PAC;GMRVD;HARNESS;RSE;PAC REAR TV HARNESS;1;1;0;0;0;2;606523107013;$34.30;$44.99
PAC;GMP345;DASH KIT;STANDARD;DASH KIT CD GM POCKET;1;1;0;0;0;;012339034502;$13.76;$29.99
PAC;GMP333;DASH KIT;STANDARD;DASH KIT  POCKET;1;1;0;0;0;1;012339333001;$15.46;$34.99
AXXESS;GMOSMOST02;HARNESS;ADV;GM MOST Amplifier Interface 2014-Up;0;0;0;0;0;;;$245.00;$449.99
BEST KIT;GMK461;DASH KIT;ADV;2018-2021 CHEVROLET EQUINOX;1;1;0;0;0;;012339046109;$29.97;$59.99
BEST KIT;GMK460;DASH KIT;STANDARD;2016-2021 CHEVROLET MALIBU;1;1;0;0;0;;012339046000;$29.97;$59.99
PAC;GMK434;DASH KIT;STANDARD;DASHKIT GM;2;2;0;0;0;5;012339004345;$10.17;$29.99
